chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count	SAMPLE_NAME
NC001357.1	6586	6623	38	-	0.342105	46.578947	1.157505	0.198803	1.26737	8	51	0	51	21-298-04842-GER2213054
NC001357.1	6654	6675	22	-	0.590909	5.727273	0.142325	0	0.149102	0	6	0.045455	6	21-298-04842-GER2213054
NC001357.1	7440	7464	25	-	0.48	1.76	0.043737	0	0.049701	0	2	0.04	2	21-298-04842-GER2213054
NC001357.1	7499	7525	27	-	0.481481	2.740741	0.068108	0.02485	0.074551	1	3	0	3	21-298-04842-GER2213054
J04353.1	6530	6563	34	-	0.382353	10.647059	0.302066	0	0.31208	0	11	0.029412	11	21-027-01771-GER2106962
J04353.1	6929	6952	24	-	0.5	4.916667	0.13949	0.085113	0.141854	3	5	0	5	21-027-01771-GER2106962
M12732.1	6570	6602	33	-	0.393939	7.757576	0.220089	0	0.226967	0	8	0.030303	8	21-027-01771-GER2106962
M12732.1	6965	6991	27	-	0.444444	6.888889	0.195444	0	0.226967	0	8	0.037037	8	21-027-01771-GER2106962
X74477.1	6567	6603	37	-	0.324324	1.918919	0.054441	0	0.056742	0	2	0.027027	2	21-027-01771-GER2106962
X74477.1	6969	6996	28	-	0.392857	0	0	0	0	0	0	1	0	21-027-01771-GER2106962
NC001526.4	252	286	35	-	0.371429	9.257143	0.262633	0	0.283709	0	10	0.028571	10	21-027-01771-GER2106962
NC001526.4	2525	2544	20	-	0.6	14.1	0.400029	0.028371	0.425563	1	15	0	15	21-027-01771-GER2106962
NC001526.4	2707	2733	27	-	0.481481	5.851852	0.166022	0.056742	0.170225	2	6	0	6	21-027-01771-GER2106962
NC001526.4	3006	3027	22	-	0.5	1.818182	0.051583	0	0.056742	0	2	0.090909	2	21-027-01771-GER2106962
NC001526.4	3054	3079	26	-	0.5	46.769231	1.326884	0.624159	1.361802	22	48	0	48	21-027-01771-GER2106962
NC001526.4	5742	5783	42	-	0.333333	3.166667	0.089841	0	0.113484	0	4	0.047619	4	21-027-01771-GER2106962
NC001526.4	5850	5906	57	-	0.350877	115.403509	3.274099	0	4.53934	0	160	0.017544	160	21-027-01771-GER2106962
NC001526.4	7178	7203	26	-	0.5	78.461538	2.226023	0.028371	2.326412	1	82	0	85	21-027-01771-GER2106962
NC001526.4	7247	7275	29	-	0.482759	19.965517	0.566439	0.255338	0.595788	9	21	0	21	21-027-01771-GER2106962
NC001526.4	7557	7586	30	-	0.4	8.266667	0.234533	0.056742	0.255338	2	9	0	9	21-027-01771-GER2106962
NC001526.4	7614	7651	38	-	0.289474	21.526316	0.61072	0.255338	0.65253	9	23	0	23	21-027-01771-GER2106962
NC001526.4	7667	7700	34	-	0.382353	248.941176	7.062679	0.085113	7.489911	3	264	0	264	21-027-01771-GER2106962
NC001526.4	7738	7761	24	-	0.5	5.958333	0.169043	0.141854	0.170225	5	6	0	6	21-027-01771-GER2106962
NC001526.4	7778	7801	24	-	0.541667	6.083333	0.172589	0.113484	0.198596	4	7	0	7	21-027-01771-GER2106962
NC001526.4	7838	7862	25	-	0.48	3.48	0.098731	0.056742	0.113484	2	4	0	4	21-027-01771-GER2106962
NC001357.1	161	190	30	-	0.433333	22	0.624159	0	0.680901	0	24	0.033333	24	21-027-01771-GER2106962
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	21-027-01771-GER2106962
NC001357.1	502	525	24	-	0.5	85.791667	2.433985	0	2.638492	0	93	0.041667	94	21-027-01771-GER2106962
NC001357.1	550	573	24	-	0.541667	19.333333	0.548504	0.226967	0.567418	8	20	0	20	21-027-01771-GER2106962
NC001357.1	585	611	27	-	0.407407	82.222222	2.332717	0	2.439895	0	86	0.037037	86	21-027-01771-GER2106962
NC001357.1	644	673	30	-	0.4	9.633333	0.273306	0.028371	0.283709	1	10	0	10	21-027-01771-GER2106962
NC001357.1	725	748	24	-	0.5	5.75	0.163133	0	0.170225	0	6	0.041667	6	21-027-01771-GER2106962
NC001357.1	814	839	26	-	0.5	80	2.26967	0.283709	2.383154	10	84	0	84	21-027-01771-GER2106962
NC001357.1	885	904	20	-	0.65	11.15	0.316335	0.056742	0.340451	2	12	0	12	21-027-01771-GER2106962
NC001357.1	1075	1100	26	-	0.461538	231.076923	6.555855	0.141854	6.922494	5	244	0	248	21-027-01771-GER2106962
NC001357.1	1134	1159	26	-	0.461538	12.769231	0.362274	0.31208	0.368821	11	13	0	13	21-027-01771-GER2106962
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-027-01771-GER2106962
NC001357.1	6586	6623	38	-	0.342105	15.526316	0.440495	0.056742	0.482305	2	17	0	17	21-027-01771-GER2106962
NC001357.1	6654	6675	22	-	0.590909	4.772727	0.135406	0	0.141854	0	5	0.045455	5	21-027-01771-GER2106962
NC001357.1	7440	7464	25	-	0.48	0.96	0.027236	0	0.028371	0	1	0.04	1	21-027-01771-GER2106962
NC001357.1	7499	7525	27	-	0.481481	1	0.028371	0.028371	0.028371	1	1	0	1	21-027-01771-GER2106962
J04353.1	6530	6563	34	-	0.382353	7.647059	0.225713	0	0.23613	0	8	0.029412	9	21-147-01127-GER2110509
J04353.1	6929	6952	24	-	0.5	3.625	0.106997	0	0.118065	0	4	0.041667	4	21-147-01127-GER2110509
M12732.1	6570	6602	33	-	0.393939	16.454545	0.485677	0	0.501777	0	17	0.030303	17	21-147-01127-GER2110509
M12732.1	6965	6991	27	-	0.444444	10.037037	0.296256	0.118065	0.324679	4	11	0	12	21-147-01127-GER2110509
X74477.1	6567	6603	37	-	0.324324	0	0	0	0	0	0	1	0	21-147-01127-GER2110509
X74477.1	6969	6996	28	-	0.392857	3.714286	0.109632	0.029516	0.118065	1	4	0	4	21-147-01127-GER2110509
NC001526.4	252	286	35	-	0.371429	15.971429	0.471417	0	0.501777	0	17	0.028571	17	21-147-01127-GER2110509
NC001526.4	2525	2544	20	-	0.6	14.05	0.414704	0.059033	0.442744	2	15	0	15	21-147-01127-GER2110509
NC001526.4	2707	2733	27	-	0.481481	2.851852	0.084176	0	0.088549	0	3	0.037037	3	21-147-01127-GER2110509
NC001526.4	3006	3027	22	-	0.5	1.909091	0.056349	0	0.059033	0	2	0.045455	2	21-147-01127-GER2110509
NC001526.4	3054	3079	26	-	0.5	34.346154	1.013771	0.590326	1.03307	20	35	0	35	21-147-01127-GER2110509
NC001526.4	5742	5783	42	-	0.333333	3.214286	0.094874	0.029516	0.147581	1	5	0	6	21-147-01127-GER2110509
NC001526.4	5850	5906	57	-	0.350877	128.912281	3.805013	0	5.490032	0	186	0.017544	187	21-147-01127-GER2110509
NC001526.4	7178	7203	26	-	0.5	67.884615	2.003703	0	2.095657	0	71	0.038462	76	21-147-01127-GER2110509
NC001526.4	7247	7275	29	-	0.482759	10.448276	0.308394	0.088549	0.324679	3	11	0	11	21-147-01127-GER2110509
NC001526.4	7557	7586	30	-	0.4	2.766667	0.081662	0.029516	0.088549	1	3	0	3	21-147-01127-GER2110509
NC001526.4	7614	7651	38	-	0.289474	23.105263	0.681982	0.206614	0.737907	7	25	0	25	21-147-01127-GER2110509
NC001526.4	7667	7700	34	-	0.382353	277.705882	8.19685	0.029516	8.648276	1	293	0	295	21-147-01127-GER2110509
NC001526.4	7738	7761	24	-	0.5	2.916667	0.086089	0.059033	0.088549	2	3	0	3	21-147-01127-GER2110509
NC001526.4	7778	7801	24	-	0.541667	6.083333	0.179557	0.177098	0.206614	6	7	0	7	21-147-01127-GER2110509
NC001526.4	7838	7862	25	-	0.48	4.88	0.14404	0.059033	0.147581	2	5	0	5	21-147-01127-GER2110509
NC001357.1	161	190	30	-	0.433333	14.1	0.41618	0.029516	0.442744	1	15	0	15	21-147-01127-GER2110509
NC001357.1	469	498	30	-	0.366667	1.6	0.047226	0	0.059033	0	2	0.2	2	21-147-01127-GER2110509
NC001357.1	502	525	24	-	0.5	62.208333	1.83616	0	2.036625	0	69	0.041667	70	21-147-01127-GER2110509
NC001357.1	550	573	24	-	0.541667	9.5	0.280405	0.059033	0.295163	2	10	0	10	21-147-01127-GER2110509
NC001357.1	585	611	27	-	0.407407	67.851852	2.002736	0.059033	2.095657	2	71	0	72	21-147-01127-GER2110509
NC001357.1	644	673	30	-	0.4	7.666667	0.226292	0.088549	0.23613	3	8	0	8	21-147-01127-GER2110509
NC001357.1	725	748	24	-	0.5	4.791667	0.141432	0	0.147581	0	5	0.041667	6	21-147-01127-GER2110509
NC001357.1	814	839	26	-	0.5	76.961538	2.27162	0.413228	2.39082	14	81	0	81	21-147-01127-GER2110509
NC001357.1	885	904	20	-	0.65	8.55	0.252364	0	0.265647	0	9	0.05	9	21-147-01127-GER2110509
NC001357.1	1075	1100	26	-	0.461538	189.423077	5.591068	0.118065	5.90326	4	200	0	206	21-147-01127-GER2110509
NC001357.1	1134	1159	26	-	0.461538	6.384615	0.18845	0.029516	0.206614	1	7	0	7	21-147-01127-GER2110509
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-147-01127-GER2110509
NC001357.1	6586	6623	38	-	0.342105	25.052632	0.739461	0.059033	0.79694	2	27	0	27	21-147-01127-GER2110509
NC001357.1	6654	6675	22	-	0.590909	0.954545	0.028175	0	0.029516	0	1	0.045455	1	21-147-01127-GER2110509
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	21-147-01127-GER2110509
NC001357.1	7499	7525	27	-	0.481481	0	0	0	0	0	0	1	0	21-147-01127-GER2110509
J04353.1	6530	6563	34	-	0.382353	29.911765	0.033878	0.002265	0.03511	2	31	0	33	20-015-02671-GER2110366
J04353.1	6929	6952	24	-	0.5	5	0.005663	0.005663	0.005663	5	5	0	5	20-015-02671-GER2110366
M12732.1	6570	6602	33	-	0.393939	19.393939	0.021965	0	0.022652	0	20	0.030303	20	20-015-02671-GER2110366
M12732.1	6965	6991	27	-	0.444444	13.37037	0.015143	0.00453	0.016989	4	15	0	16	20-015-02671-GER2110366
X74477.1	6567	6603	37	-	0.324324	63.162162	0.071536	0	0.073618	0	65	0.027027	67	20-015-02671-GER2110366
X74477.1	6969	6996	28	-	0.392857	0.964286	0.001092	0	0.001133	0	1	0.035714	1	20-015-02671-GER2110366
NC001526.4	252	286	35	-	0.371429	867.685714	0.982725	0.052099	1.026119	46	906	0	1064	20-015-02671-GER2110366
NC001526.4	2525	2544	20	-	0.6	1395.25	1.580234	0.1008	1.693209	89	1495	0	1715	20-015-02671-GER2110366
NC001526.4	2707	2733	27	-	0.481481	1241.37037	1.405953	1.158631	1.591277	1023	1405	0	1423	20-015-02671-GER2110366
NC001526.4	3006	3027	22	-	0.5	2181.272727	2.470469	1.006865	2.724991	889	2406	0	2502	20-015-02671-GER2110366
NC001526.4	3054	3079	26	-	0.5	2159.038462	2.445287	2.005801	2.757835	1771	2435	0	2465	20-015-02671-GER2110366
NC001526.4	5742	5783	42	-	0.333333	3183.880952	3.606004	0.27182	4.334388	240	3827	0	4326	20-015-02671-GER2110366
NC001526.4	5850	5906	57	-	0.350877	1910.350877	2.163628	1.053301	3.621995	930	3198	0	3641	20-015-02671-GER2110366
NC001526.4	7178	7203	26	-	0.5	2351.307692	2.663047	1.559564	2.85184	1377	2518	0	2909	20-015-02671-GER2110366
NC001526.4	7247	7275	29	-	0.482759	1784.310345	2.020876	1.692076	2.296875	1494	2028	0	2114	20-015-02671-GER2110366
NC001526.4	7557	7586	30	-	0.4	1256.6	1.423202	0.415657	1.634315	367	1443	0	1647	20-015-02671-GER2110366
NC001526.4	7614	7651	38	-	0.289474	1299.342105	1.471611	1.304734	1.585614	1152	1400	0	1602	20-015-02671-GER2110366
NC001526.4	7667	7700	34	-	0.382353	2489.264706	2.819295	0.712394	2.942446	629	2598	0	3094	20-015-02671-GER2110366
NC001526.4	7738	7761	24	-	0.5	2818.958333	3.192699	2.26403	3.264099	1999	2882	0	3079	20-015-02671-GER2110366
NC001526.4	7778	7801	24	-	0.541667	2568.333333	2.908846	2.547175	3.168962	2249	2798	0	3089	20-015-02671-GER2110366
NC001526.4	7838	7862	25	-	0.48	1203.2	1.362722	1.14504	1.5052	1011	1329	0	1344	20-015-02671-GER2110366
NC001357.1	161	190	30	-	0.433333	92.566667	0.104839	0.002265	0.110993	2	98	0	100	20-015-02671-GER2110366
NC001357.1	469	498	30	-	0.366667	4	0.00453	0.00453	0.00453	4	4	0	4	20-015-02671-GER2110366
NC001357.1	502	525	24	-	0.5	186.458333	0.211179	0.001133	0.227649	1	201	0	202	20-015-02671-GER2110366
NC001357.1	550	573	24	-	0.541667	40.458333	0.045822	0.010193	0.047568	9	42	0	42	20-015-02671-GER2110366
NC001357.1	585	611	27	-	0.407407	399.851852	0.452865	0.002265	0.473419	2	418	0	425	20-015-02671-GER2110366
NC001357.1	644	673	30	-	0.4	39.866667	0.045152	0.016989	0.046436	15	41	0	41	20-015-02671-GER2110366
NC001357.1	725	748	24	-	0.5	5.625	0.006371	0	0.006795	0	6	0.041667	6	20-015-02671-GER2110366
NC001357.1	814	839	26	-	0.5	365.576923	0.414046	0.098535	0.432646	87	382	0	383	20-015-02671-GER2110366
NC001357.1	885	904	20	-	0.65	16.8	0.019027	0.002265	0.020386	2	18	0	18	20-015-02671-GER2110366
NC001357.1	1075	1100	26	-	0.461538	726.269231	0.822559	0.00453	0.86416	4	763	0	773	20-015-02671-GER2110366
NC001357.1	1134	1159	26	-	0.461538	4.961538	0.005619	0.00453	0.005663	4	5	0	5	20-015-02671-GER2110366
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.001081	0	0.001133	0	1	0.045455	1	20-015-02671-GER2110366
NC001357.1	6586	6623	38	-	0.342105	48.973684	0.055467	0.005663	0.060027	5	53	0	53	20-015-02671-GER2110366
NC001357.1	6654	6675	22	-	0.590909	1.909091	0.002162	0	0.002265	0	2	0.045455	2	20-015-02671-GER2110366
NC001357.1	7440	7464	25	-	0.48	2.84	0.003217	0	0.003398	0	3	0.04	3	20-015-02671-GER2110366
NC001357.1	7499	7525	27	-	0.481481	9.444444	0.010697	0.003398	0.011326	3	10	0	10	20-015-02671-GER2110366
J04353.1	6530	6563	34	-	0.382353	12.529412	0.186389	0	0.193389	0	13	0.029412	13	18-227-01230-GER2106872
J04353.1	6929	6952	24	-	0.5	1.916667	0.028512	0	0.029752	0	2	0.041667	2	18-227-01230-GER2106872
M12732.1	6570	6602	33	-	0.393939	9.69697	0.144253	0	0.148761	0	10	0.030303	10	18-227-01230-GER2106872
M12732.1	6965	6991	27	-	0.444444	14.296296	0.212673	0.044628	0.238017	3	16	0	17	18-227-01230-GER2106872
X74477.1	6567	6603	37	-	0.324324	0.972973	0.014474	0	0.014876	0	1	0.027027	1	18-227-01230-GER2106872
X74477.1	6969	6996	28	-	0.392857	0.785714	0.011688	0	0.014876	0	1	0.214286	1	18-227-01230-GER2106872
NC001526.4	252	286	35	-	0.371429	7.485714	0.111358	0	0.119009	0	8	0.028571	8	18-227-01230-GER2106872
NC001526.4	2525	2544	20	-	0.6	31.25	0.464877	0	0.490911	0	33	0.05	33	18-227-01230-GER2106872
NC001526.4	2707	2733	27	-	0.481481	9.555556	0.142149	0.044628	0.148761	3	10	0	10	18-227-01230-GER2106872
NC001526.4	3006	3027	22	-	0.5	0.954545	0.0142	0	0.014876	0	1	0.045455	1	18-227-01230-GER2106872
NC001526.4	3054	3079	26	-	0.5	32.192308	0.478895	0.267769	0.490911	18	33	0	34	18-227-01230-GER2106872
NC001526.4	5742	5783	42	-	0.333333	1.452381	0.021606	0	0.029752	0	2	0.047619	2	18-227-01230-GER2106872
NC001526.4	5850	5906	57	-	0.350877	93.947368	1.397569	0.044628	1.889262	3	127	0	128	18-227-01230-GER2106872
NC001526.4	7178	7203	26	-	0.5	79.807692	1.187226	0.089256	1.264467	6	85	0	89	18-227-01230-GER2106872
NC001526.4	7247	7275	29	-	0.482759	35.62069	0.529896	0.223141	0.550415	15	37	0	38	18-227-01230-GER2106872
NC001526.4	7557	7586	30	-	0.4	5.633333	0.083802	0	0.089256	0	6	0.033333	6	18-227-01230-GER2106872
NC001526.4	7614	7651	38	-	0.289474	28.131579	0.418488	0.044628	0.446282	3	30	0	32	18-227-01230-GER2106872
NC001526.4	7667	7700	34	-	0.382353	286.647059	4.264184	0.044628	4.507452	3	303	0	304	18-227-01230-GER2106872
NC001526.4	7738	7761	24	-	0.5	4.208333	0.062604	0.059504	0.07438	4	5	0	5	18-227-01230-GER2106872
NC001526.4	7778	7801	24	-	0.541667	4.875	0.072521	0.044628	0.07438	3	5	0	5	18-227-01230-GER2106872
NC001526.4	7838	7862	25	-	0.48	7.8	0.116033	0.059504	0.119009	4	8	0	8	18-227-01230-GER2106872
NC001357.1	161	190	30	-	0.433333	104.933333	1.560997	0.044628	1.636369	3	110	0	111	18-227-01230-GER2106872
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	18-227-01230-GER2106872
NC001357.1	502	525	24	-	0.5	165.916667	2.468189	0	2.707446	0	182	0.041667	184	18-227-01230-GER2106872
NC001357.1	550	573	24	-	0.541667	51.291667	0.763019	0.178513	0.788432	12	53	0	53	18-227-01230-GER2106872
NC001357.1	585	611	27	-	0.407407	289	4.299187	0	4.492576	0	302	0.037037	309	18-227-01230-GER2106872
NC001357.1	644	673	30	-	0.4	29.266667	0.435373	0.148761	0.446282	10	30	0	30	18-227-01230-GER2106872
NC001357.1	725	748	24	-	0.5	2.833333	0.042149	0	0.044628	0	3	0.041667	3	18-227-01230-GER2106872
NC001357.1	814	839	26	-	0.5	539.076923	8.019351	1.234715	8.330604	83	560	0	560	18-227-01230-GER2106872
NC001357.1	885	904	20	-	0.65	16	0.238017	0.014876	0.252893	1	17	0	17	18-227-01230-GER2106872
NC001357.1	1075	1100	26	-	0.461538	587.615385	8.741413	0	9.148789	0	615	0.038462	629	18-227-01230-GER2106872
NC001357.1	1134	1159	26	-	0.461538	3.730769	0.055499	0.014876	0.059504	1	4	0	4	18-227-01230-GER2106872
NC001357.1	6142	6163	22	-	0.590909	4.772727	0.070999	0	0.07438	0	5	0.045455	5	18-227-01230-GER2106872
NC001357.1	6586	6623	38	-	0.342105	28.789474	0.428274	0	0.461158	0	31	0.026316	31	18-227-01230-GER2106872
NC001357.1	6654	6675	22	-	0.590909	4.681818	0.069647	0	0.07438	0	5	0.045455	5	18-227-01230-GER2106872
NC001357.1	7440	7464	25	-	0.48	1.92	0.028562	0	0.029752	0	2	0.04	2	18-227-01230-GER2106872
NC001357.1	7499	7525	27	-	0.481481	4.666667	0.069422	0.029752	0.07438	2	5	0	5	18-227-01230-GER2106872
J04353.1	6530	6563	34	-	0.382353	24.205882	0.400169	0.033064	0.413297	2	25	0	27	21-075-01870-GER2107114
J04353.1	6929	6952	24	-	0.5	3.75	0.061995	0.033064	0.066128	2	4	0	4	21-075-01870-GER2107114
M12732.1	6570	6602	33	-	0.393939	12.484848	0.206398	0	0.214914	0	13	0.030303	13	21-075-01870-GER2107114
M12732.1	6965	6991	27	-	0.444444	11.62963	0.19226	0.066128	0.214914	4	13	0	13	21-075-01870-GER2107114
X74477.1	6567	6603	37	-	0.324324	0.972973	0.016085	0	0.016532	0	1	0.027027	1	21-075-01870-GER2107114
X74477.1	6969	6996	28	-	0.392857	2.607143	0.043101	0	0.049596	0	3	0.071429	3	21-075-01870-GER2107114
NC001526.4	252	286	35	-	0.371429	18.857143	0.311744	0	0.330638	0	20	0.028571	21	21-075-01870-GER2107114
NC001526.4	2525	2544	20	-	0.6	51.9	0.858005	0.198383	0.925785	12	56	0	59	21-075-01870-GER2107114
NC001526.4	2707	2733	27	-	0.481481	11.518519	0.190423	0.115723	0.198383	7	12	0	13	21-075-01870-GER2107114
NC001526.4	3006	3027	22	-	0.5	14.045455	0.232198	0.165319	0.26451	10	16	0	16	21-075-01870-GER2107114
NC001526.4	3054	3079	26	-	0.5	55.192308	0.912433	0.628212	0.925785	38	56	0	56	21-075-01870-GER2107114
NC001526.4	5742	5783	42	-	0.333333	9.047619	0.149574	0	0.165319	0	10	0.02381	12	21-075-01870-GER2107114
NC001526.4	5850	5906	57	-	0.350877	169	2.793888	0.115723	3.670078	7	222	0	224	21-075-01870-GER2107114
NC001526.4	7178	7203	26	-	0.5	177.769231	2.93886	0.247978	3.124526	15	189	0	202	21-075-01870-GER2107114
NC001526.4	7247	7275	29	-	0.482759	26.724138	0.4418	0.231446	0.462893	14	28	0	29	21-075-01870-GER2107114
NC001526.4	7557	7586	30	-	0.4	17.266667	0.28545	0.082659	0.330638	5	20	0	20	21-075-01870-GER2107114
NC001526.4	7614	7651	38	-	0.289474	61.5	1.016711	0.281042	1.074572	17	65	0	67	21-075-01870-GER2107114
NC001526.4	7667	7700	34	-	0.382353	280.911765	4.644	0.016532	4.909969	1	297	0	304	21-075-01870-GER2107114
NC001526.4	7738	7761	24	-	0.5	23.333333	0.385744	0.363701	0.413297	22	25	0	25	21-075-01870-GER2107114
NC001526.4	7778	7801	24	-	0.541667	24.875	0.411231	0.380233	0.462893	23	28	0	31	21-075-01870-GER2107114
NC001526.4	7838	7862	25	-	0.48	16.04	0.265171	0.231446	0.281042	14	17	0	18	21-075-01870-GER2107114
NC001357.1	161	190	30	-	0.433333	57.766667	0.954992	0	1.008445	0	61	0.033333	63	21-075-01870-GER2107114
NC001357.1	469	498	30	-	0.366667	4.766667	0.078802	0.049596	0.082659	3	5	0	5	21-075-01870-GER2107114
NC001357.1	502	525	24	-	0.5	118.125	1.952829	0.099191	2.132613	6	129	0	134	21-075-01870-GER2107114
NC001357.1	550	573	24	-	0.541667	28	0.462893	0.115723	0.479425	7	29	0	29	21-075-01870-GER2107114
NC001357.1	585	611	27	-	0.407407	198.851852	3.287395	0.099191	3.438631	6	208	0	214	21-075-01870-GER2107114
NC001357.1	644	673	30	-	0.4	10.5	0.173585	0	0.181851	0	11	0.033333	11	21-075-01870-GER2107114
NC001357.1	725	748	24	-	0.5	5.541667	0.091614	0	0.099191	0	6	0.041667	6	21-075-01870-GER2107114
NC001357.1	814	839	26	-	0.5	173.884615	2.87464	0.545552	3.008802	33	182	0	182	21-075-01870-GER2107114
NC001357.1	885	904	20	-	0.65	11.4	0.188463	0	0.198383	0	12	0.05	12	21-075-01870-GER2107114
NC001357.1	1075	1100	26	-	0.461538	445.153846	7.359231	0.099191	7.753453	6	469	0	480	21-075-01870-GER2107114
NC001357.1	1134	1159	26	-	0.461538	3.884615	0.06422	0.016532	0.066128	1	4	0	4	21-075-01870-GER2107114
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-075-01870-GER2107114
NC001357.1	6586	6623	38	-	0.342105	40.789474	0.674327	0.099191	0.727403	6	44	0	44	21-075-01870-GER2107114
NC001357.1	6654	6675	22	-	0.590909	0.954545	0.01578	0	0.016532	0	1	0.045455	1	21-075-01870-GER2107114
NC001357.1	7440	7464	25	-	0.48	0.96	0.015871	0	0.016532	0	1	0.04	1	21-075-01870-GER2107114
NC001357.1	7499	7525	27	-	0.481481	7.62963	0.126132	0.016532	0.132255	1	8	0	8	21-075-01870-GER2107114
J04353.1	6530	6563	34	-	0.382353	15.470588	0.216775	0	0.224194	0	16	0.029412	16	20-227-03123-GER2110284
J04353.1	6929	6952	24	-	0.5	2.916667	0.040869	0.014012	0.042036	1	3	0	3	20-227-03123-GER2110284
M12732.1	6570	6602	33	-	0.393939	8.515152	0.119315	0	0.126109	0	9	0.030303	9	20-227-03123-GER2110284
M12732.1	6965	6991	27	-	0.444444	4.333333	0.060719	0	0.070061	0	5	0.037037	5	20-227-03123-GER2110284
X74477.1	6567	6603	37	-	0.324324	0.972973	0.013633	0	0.014012	0	1	0.027027	1	20-227-03123-GER2110284
X74477.1	6969	6996	28	-	0.392857	3.5	0.049042	0	0.056048	0	4	0.035714	4	20-227-03123-GER2110284
NC001526.4	252	286	35	-	0.371429	79.685714	1.116564	0.014012	1.177016	1	84	0	99	20-227-03123-GER2110284
NC001526.4	2525	2544	20	-	0.6	54.7	0.766462	0.070061	0.812702	5	58	0	58	20-227-03123-GER2110284
NC001526.4	2707	2733	27	-	0.481481	14.555556	0.203954	0.182157	0.224194	13	16	0	16	20-227-03123-GER2110284
NC001526.4	3006	3027	22	-	0.5	38.318182	0.536918	0.196169	0.616532	14	44	0	47	20-227-03123-GER2110284
NC001526.4	3054	3079	26	-	0.5	89.846154	1.258933	1.050908	1.359174	75	97	0	97	20-227-03123-GER2110284
NC001526.4	5742	5783	42	-	0.333333	41.714286	0.584505	0.112097	0.658569	8	47	0	49	20-227-03123-GER2110284
NC001526.4	5850	5906	57	-	0.350877	193.350877	2.709252	0.686593	3.727219	49	266	0	287	20-227-03123-GER2110284
NC001526.4	7178	7203	26	-	0.5	213.153846	2.986733	0.79869	3.222783	57	230	0	249	20-227-03123-GER2110284
NC001526.4	7247	7275	29	-	0.482759	98.172414	1.375602	1.106956	1.471271	79	105	0	105	20-227-03123-GER2110284
NC001526.4	7557	7586	30	-	0.4	56.5	0.791684	0.252218	0.854738	18	61	0	68	20-227-03123-GER2110284
NC001526.4	7614	7651	38	-	0.289474	73.763158	1.033577	0.728629	1.191029	52	85	0	88	20-227-03123-GER2110284
NC001526.4	7667	7700	34	-	0.382353	380.647059	5.333665	0.112097	5.744961	8	410	0	425	20-227-03123-GER2110284
NC001526.4	7738	7761	24	-	0.5	96.083333	1.346329	0.938811	1.513307	67	108	0	112	20-227-03123-GER2110284
NC001526.4	7778	7801	24	-	0.541667	137.833333	1.931335	1.779537	1.989718	127	142	0	157	20-227-03123-GER2110284
NC001526.4	7838	7862	25	-	0.48	80.44	1.127133	0.994859	1.148992	71	82	0	82	20-227-03123-GER2110284
NC001357.1	161	190	30	-	0.433333	29.133333	0.408219	0.042036	0.434375	3	31	0	31	20-227-03123-GER2110284
NC001357.1	469	498	30	-	0.366667	2.9	0.040635	0.028024	0.042036	2	3	0	3	20-227-03123-GER2110284
NC001357.1	502	525	24	-	0.5	92.958333	1.302542	0	1.415222	0	101	0.041667	105	20-227-03123-GER2110284
NC001357.1	550	573	24	-	0.541667	16.166667	0.226529	0.070061	0.238206	5	17	0	18	20-227-03123-GER2110284
NC001357.1	585	611	27	-	0.407407	139.592593	1.955985	0.042036	2.045767	3	146	0	149	20-227-03123-GER2110284
NC001357.1	644	673	30	-	0.4	15.366667	0.215319	0.070061	0.224194	5	16	0	16	20-227-03123-GER2110284
NC001357.1	725	748	24	-	0.5	4.75	0.066557	0	0.070061	0	5	0.041667	5	20-227-03123-GER2110284
NC001357.1	814	839	26	-	0.5	142.307692	1.99403	0.420363	2.073791	30	148	0	148	20-227-03123-GER2110284
NC001357.1	885	904	20	-	0.65	15.2	0.212984	0	0.224194	0	16	0.05	16	20-227-03123-GER2110284
NC001357.1	1075	1100	26	-	0.461538	294.538462	4.127103	0.014012	4.343751	1	310	0	319	20-227-03123-GER2110284
NC001357.1	1134	1159	26	-	0.461538	6.884615	0.096468	0.056048	0.098085	4	7	0	7	20-227-03123-GER2110284
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	20-227-03123-GER2110284
NC001357.1	6586	6623	38	-	0.342105	22.552632	0.31601	0.042036	0.33629	3	24	0	24	20-227-03123-GER2110284
NC001357.1	6654	6675	22	-	0.590909	16	0.224194	0.224194	0.224194	16	16	0	16	20-227-03123-GER2110284
NC001357.1	7440	7464	25	-	0.48	0	0	0	0	0	0	1	0	20-227-03123-GER2110284
NC001357.1	7499	7525	27	-	0.481481	2.925926	0.040998	0.014012	0.042036	1	3	0	3	20-227-03123-GER2110284
J04353.1	6530	6563	34	-	0.382353	26.117647	0.501627	0	0.518574	0	27	0.029412	27	19-182-03718-GER2110206
